nama_jobs,type,category,subcategory,client_user_id,register_date,order_date,status_invoice,paid_at,total_paid
Poster Kampanye ROMA,gigs_custom_offer,,,ni***ay,"January 27, 2020, 11:39 AM","September 23, 2024, 3:31 PM",success,"September 24, 2024, 2:48 PM","505,532"
TAIGA MOTOR INDONESIA LOGO DESIGN,contest,Desain Grafis & Branding,Desain Logo & Stationery,St*****BW,"September 21, 2024, 3:51 PM","September 23, 2024, 4:11 PM",success,"September 23, 2024, 4:23 PM","5,331,500"
DPS2409230002-indonesiafandbtech,deposit,,,in**************ch,"November 25, 2021, 3:12 PM","September 23, 2024, 5:02 PM",success,"September 23, 2024, 5:03 PM","566,321"
Desain Template Canva untuk Sosial Media,gigs,Desain Grafis & Branding,Desain Feed Instagram,tb****an,"September 23, 2024, 2:57 PM","September 23, 2024, 6:34 PM",success,"September 23, 2024, 6:35 PM","101,100"
UI Website,gigs_custom_offer,,,ma********rb,"July 23, 2024, 4:49 PM","September 23, 2024, 7:30 PM",success,"September 23, 2024, 7:30 PM","168,501"
Jasa Copywriting Landing Page,gigs_custom_offer,,,ma********rb,"July 23, 2024, 4:49 PM","September 23, 2024, 7:30 PM",success,"September 23, 2024, 7:31 PM","202,200"
Pembuatan Landing Page,gigs_custom_offer,,,ma********rb,"July 23, 2024, 4:49 PM","September 23, 2024, 7:31 PM",success,"September 23, 2024, 7:31 PM","280,834"
slicing figma to bricks 5,gigs_custom_offer,,,ma********rb,"July 23, 2024, 4:49 PM","September 23, 2024, 7:47 PM",success,"September 23, 2024, 7:48 PM","280,834"
slicing figma to bricks 4,gigs_custom_offer,,,ma********rb,"July 23, 2024, 4:49 PM","September 23, 2024, 7:48 PM",success,"September 23, 2024, 7:48 PM","280,834"
Pembuatan Product Knowledge Book & Company Profile,gigs_custom_offer,,,ta******64,"August 31, 2023, 10:09 PM","September 23, 2024, 7:51 PM",success,"September 24, 2024, 11:43 AM","11,121,042"
Desain Logo Profesional,gigs,Desain Grafis & Branding,Desain Logo,ul*******ni,"September 23, 2024, 7:27 PM","September 23, 2024, 8:22 PM",,"September 23, 2024, 8:22 PM","151,725"
BANNER DESIGN,gigs_custom_offer,,,sa********na,"August 9, 2016, 9:51 PM","September 23, 2024, 9:53 PM",success,"September 23, 2024, 9:55 PM","303,300"
Komentar Youtube Real akun indonesia dan Permanen,gigs,Pemasaran & Periklanan,Komentar YouTube,Ja****************sa,"September 23, 2024, 11:44 PM","September 23, 2024, 11:47 PM",,"September 23, 2024, 11:47 PM","100,156"
Komentar Youtube Real akun indonesia dan Permanen,gigs,Pemasaran & Periklanan,Komentar YouTube,Ja****************sa,"September 23, 2024, 11:44 PM","September 23, 2024, 11:49 PM",success,"September 23, 2024, 11:51 PM","100,089"
"Desain Logo Perusahaan, Bisnis, UMKM Professional",gigs,Desain Grafis & Branding,Desain Logo,zu*******gt,"September 18, 2024, 2:50 PM","September 24, 2024, 12:54 AM",success,"September 24, 2024, 12:59 AM","232,530"
Landing Page UI Design - Kim Consulting,gigs_custom_offer,,,ma********rb,"July 23, 2024, 4:49 PM","September 24, 2024, 7:47 AM",success,"September 24, 2024, 7:47 AM","168,501"
Review Ulasan Google Maps / Gmaps Bergaransi,gigs,Pemasaran & Periklanan,Review Google Maps,Mi******23,"August 27, 2024, 4:04 PM","September 24, 2024, 9:11 AM",success,"September 24, 2024, 9:17 AM","589,858"
Review Google Maps (30-100 Review),package,Pemasaran & Periklanan,Review Google Maps,i_******53,"September 24, 2024, 9:07 AM","September 24, 2024, 9:16 AM",success,"September 24, 2024, 9:23 AM","369,364"
"Data Service: Data Entry, Data Searching, Data Cleaning, Data Analysis, dll (Fast Response 24hours)",gigs,Penulisan & Penerjemahan,Data Entry,la*************en,"August 5, 2024, 10:14 AM","September 24, 2024, 9:31 AM",success,"September 24, 2024, 9:35 AM","504,489"
Audio Editing dan Mixing,gigs,"Video, Fotografi & Audio",Mixing & Mastering,ch****ma,"September 20, 2024, 10:51 AM","September 24, 2024, 10:10 AM",success,"September 24, 2024, 10:17 AM","368,004"
Desain Interior untuk Ruang Tunggu Bengkel,gigs_custom_offer,,,de*********i_,"August 30, 2023, 8:39 AM","September 24, 2024, 11:04 AM",success,"September 24, 2024, 11:06 AM","1,123,334"
Development LP - Sukses Teknik Abadi,gigs_custom_offer,,,ma********rb,"July 23, 2024, 4:49 PM","September 24, 2024, 1:48 PM",success,"September 24, 2024, 1:48 PM","280,834"
Brosur Produk,gigs_custom_offer,,,da**us,"September 23, 2021, 3:20 PM","September 24, 2024, 1:57 PM",success,"September 24, 2024, 1:58 PM","404,400"
Logo Premium by Dodpop8,package,Desain Grafis & Branding,Desain Logo,si*by,"May 3, 2016, 11:16 AM","September 24, 2024, 2:02 PM",,"September 24, 2024, 2:02 PM","2,110,615"
Perbaikan Bug (Bug Fixing),gigs,Web & Pemrograman,Perbaikan Bug,fa******iz,"October 26, 2018, 7:07 PM","September 24, 2024, 2:25 PM",success,"September 24, 2024, 2:30 PM","252,750"
Logo Premium by Q.u.e.e.N,package,Desain Grafis & Branding,Desain Logo,fu*************nt,"July 14, 2024, 12:59 PM","September 24, 2024, 2:36 PM",,"November 18, 2024, 1:38 PM","1,583,000"
Logo Premium by Q.u.e.e.N,package,Desain Grafis & Branding,Desain Logo,fu*************nt,"July 14, 2024, 12:59 PM","September 24, 2024, 2:38 PM",,"November 18, 2024, 1:38 PM","1,583,032"
Internal Sribu Testing Jasa,gigs,Web & Pemrograman,Internal Sribu,fu*************nt,"July 14, 2024, 12:59 PM","September 24, 2024, 2:47 PM",,"November 18, 2024, 1:38 PM","12,145"
Logo Premium by Q.u.e.e.N,package,Desain Grafis & Branding,Desain Logo,fu*************nt,"July 14, 2024, 12:59 PM","September 24, 2024, 3:08 PM",,"November 18, 2024, 1:38 PM","1,583,039"
Maintenance Website,gigs,Web & Pemrograman,Maintenance Website,je********li,"October 23, 2020, 2:16 PM","September 24, 2024, 3:19 PM",success,"September 24, 2024, 4:30 PM","505,570"
Logo Premium by Q.u.e.e.N,package,Desain Grafis & Branding,Desain Logo,pa******51,"September 24, 2024, 1:27 PM","September 24, 2024, 3:32 PM",success,"September 25, 2024, 11:52 AM","1,582,966"
Jasa Tambah Followers TikTok,gigs,Pemasaran & Periklanan,Tambah Follower Media Sosial,Nu*******ep,"September 24, 2024, 3:44 PM","September 24, 2024, 3:50 PM",success,"September 24, 2024, 7:00 AM","100,147"
"Video Editor Reels, Short, Tiktok",gigs,"Video, Fotografi & Audio",Video Social Media,wh******99,"August 5, 2024, 10:26 AM","September 24, 2024, 3:51 PM",,"September 24, 2024, 3:52 PM","101,100"
Review Ulasan Google Maps / Gmaps Bergaransi,gigs,Pemasaran & Periklanan,Review Google Maps,he*****ko,"September 24, 2024, 5:47 PM","September 24, 2024, 5:56 PM",success,"September 24, 2024, 5:58 PM","100,089"
Jasa Komentar Youtube Permanen,gigs,Pemasaran & Periklanan,Komentar YouTube,Ja****************sa,"September 23, 2024, 11:44 PM","September 24, 2024, 6:39 PM",,"September 24, 2024, 6:39 PM","100,137"
Jasa Komentar Youtube Permanen,gigs,Pemasaran & Periklanan,Komentar YouTube,Ja****************sa,"September 23, 2024, 11:44 PM","September 24, 2024, 6:41 PM",success,"September 24, 2024, 6:42 PM","100,089"
desain baju,contest,Desain Grafis & Branding,Desain Baju,29*********06,"September 24, 2024, 6:48 PM","September 24, 2024, 6:59 PM",,"September 24, 2024, 6:59 PM","2,665,823"
Content Creator / Membuat Konten Reels/Tiktok/Short & Feed,gigs,"Video, Fotografi & Audio",Video Social Media,An***********4n,"September 23, 2024, 3:20 PM","September 24, 2024, 8:51 PM",success,"September 24, 2024, 8:52 PM","504,489"
Jasa Views Tiktok Permanen,gigs,Pemasaran & Periklanan,Like TikTok,Wa*****97,"September 14, 2024, 10:53 PM","September 24, 2024, 9:11 PM",success,"September 24, 2024, 9:14 PM","100,089"
Jasa Like Tiktok Permanen,gigs,Pemasaran & Periklanan,Like TikTok,Wa*****97,"September 14, 2024, 10:53 PM","September 24, 2024, 9:43 PM",success,"September 24, 2024, 9:44 PM","100,089"
Razi es teler sultan(es teler sultan masa kini),contest,Desain Grafis & Branding,Desain Logo,Sa****u1,"August 29, 2024, 6:57 AM","September 25, 2024, 12:11 AM",success,"September 25, 2024, 12:12 AM","2,665,750"
Review Ulasan Google Maps / Gmaps Bergaransi,gigs,Pemasaran & Periklanan,Review Google Maps,ro*******go,"September 25, 2024, 2:24 AM","September 25, 2024, 2:26 AM",success,"September 25, 2024, 2:29 AM","300,712"
"(Dijamin Original) Jasa Desain logo Original, Bukan template.",gigs,Desain Grafis & Branding,Desain Logo,Sy******ee,"September 22, 2024, 3:21 AM","September 25, 2024, 6:43 AM",,"September 25, 2024, 6:43 AM","252,797"
Optimasi Google Maps,gigs,Pemasaran & Periklanan,Optimasi Google Maps,Sa****u1,"August 29, 2024, 6:57 AM","September 25, 2024, 7:50 AM",success,"September 25, 2024, 7:51 AM","504,489"
"(Dijamin Original) Jasa Desain logo Original, Bukan template.",gigs,Desain Grafis & Branding,Desain Logo,Sy******ee,"September 22, 2024, 3:21 AM","September 25, 2024, 8:18 AM",success,"September 25, 2024, 7:00 AM","252,751"
Jasa Tambah Followers TikTok,gigs,Pemasaran & Periklanan,Followers TikTok,Ro***********to,"September 25, 2024, 8:16 AM","September 25, 2024, 8:19 AM",,"September 25, 2024, 8:19 AM","100,093"
"Desain Logo Perusahaan, Bisnis dan UKM profesional",gigs,Desain Grafis & Branding,Desain Logo,Sa***********oR,"September 9, 2024, 3:03 AM","September 25, 2024, 9:39 AM",,"September 25, 2024, 9:39 AM","303,340"
"Desain Logo Perusahaan, Bisnis dan UKM profesional",gigs,Desain Grafis & Branding,Desain Logo,Sa***********oR,"September 9, 2024, 3:03 AM","September 25, 2024, 9:44 AM",,"September 25, 2024, 9:44 AM","303,357"
"Desain Logo Perusahaan, Bisnis dan UKM profesional",gigs,Desain Grafis & Branding,Desain Logo,Sa***********oR,"September 9, 2024, 3:03 AM","September 25, 2024, 10:18 AM",success,"September 25, 2024, 10:19 AM","303,300"
"(Dijamin Original) Jasa Desain logo Original, Bukan template.",gigs,Desain Grafis & Branding,Desain Logo,As****ya,"September 25, 2024, 8:47 AM","September 25, 2024, 10:35 AM",,"September 25, 2024, 10:35 AM","252,823"
450 Komentar Youtube,gigs_custom_offer,,,Ja****************sa,"September 23, 2024, 11:44 PM","September 25, 2024, 10:56 AM",success,"September 25, 2024, 11:02 AM","433,719"
Editor Video untuk Konten anda murah meriah,gigs,"Video, Fotografi & Audio",Edit Video,ke********ka,"February 24, 2023, 12:07 PM","September 25, 2024, 11:00 AM",success,"September 25, 2024, 11:01 AM","100,089"
Desain Illustrasi untuk Baju,gigs,Desain Grafis & Branding,Desain Baju,kh*******el,"July 24, 2020, 2:09 PM","September 25, 2024, 11:23 AM",success,"September 25, 2024, 11:24 AM","303,300"
Jasa View Youtube Permanen,gigs,Pemasaran & Periklanan,Views YouTube,Wi******75,"September 24, 2024, 5:19 PM","September 25, 2024, 12:32 PM",,"September 25, 2024, 12:32 PM","100,114"
"Youtube Subscribers Aktif, Non Drop, Bergaransi",gigs,Pemasaran & Periklanan,Subscribers YouTube,As******89,"September 25, 2024, 12:38 PM","September 25, 2024, 12:50 PM",success,"September 25, 2024, 12:52 PM","252,750"
Landing Page - Springhill Palembang,gigs_custom_offer,,,ma********rb,"July 23, 2024, 4:49 PM","September 25, 2024, 1:15 PM",success,"September 25, 2024, 1:15 PM","168,501"
Desain Landing Page Website Sederhana,gigs,Desain Grafis & Branding,Desain Landing Page,Li*******ti,"September 25, 2024, 2:04 PM","September 25, 2024, 2:16 PM",,"September 25, 2024, 2:16 PM","101,100"
2K - 3K Followers Instagram INDO Aktif Real Garansi,gigs,Pemasaran & Periklanan,Followers Instagram,Lu*******93,"September 10, 2024, 2:36 PM","September 25, 2024, 2:42 PM",success,"September 25, 2024, 2:43 PM","100,089"
Quality Assurance for Web Applications,gigs,Web & Pemrograman,Quality Assurance (QA),ra*********d2,"August 26, 2024, 9:25 AM","September 25, 2024, 2:57 PM",,"October 28, 2024, 1:22 PM","3,931,758"
Kontes Desain Kemasan untuk produk Jas Hujan,contest,Desain Grafis & Branding,Desain Kemasan,di*****ag,"June 5, 2024, 12:48 PM","September 25, 2024, 3:45 PM",success,"September 30, 2024, 9:27 AM","3,708,963"
"Youtube Subscribers Aktif, Non Drop, Bergaransi",gigs,Pemasaran & Periklanan,Subscribers YouTube,Ea*****20,"September 25, 2024, 3:37 PM","September 25, 2024, 3:46 PM",success,"September 25, 2024, 11:58 PM","126,413"
Desain Poster,gigs,Desain Grafis & Branding,Desain Poster,it***********ss,"September 25, 2024, 3:50 PM","September 25, 2024, 3:58 PM",,"September 25, 2024, 3:58 PM","100,126"
Tambah Followers Instagram,gigs,Pemasaran & Periklanan,Followers Instagram,Lu********ya,"September 25, 2024, 4:22 PM","September 25, 2024, 4:26 PM",success,"September 25, 2024, 7:00 AM","100,097"
Review google maps,gigs,Pemasaran & Periklanan,Review Google Maps,Ni*********ry,"September 25, 2024, 3:53 PM","September 25, 2024, 4:52 PM",,"September 25, 2024, 4:53 PM","100,089"
Jasa Komentar Instagram Terpercaya,gigs,Pemasaran & Periklanan,Optimasi Instagram,De********bu,"September 25, 2024, 4:16 PM","September 25, 2024, 5:06 PM",success,"September 25, 2024, 5:07 PM","100,089"
"Jasa Traffic Website 3000/hari! Visitor Unik Indonesia, Aman Adsense & SEO Optimal",gigs,Pemasaran & Periklanan,SEO (Search Engine Optimization),Ch********77,"September 23, 2024, 4:25 PM","September 25, 2024, 5:16 PM",,"September 25, 2024, 5:16 PM","303,352"
DPS2409250001-healthandco,deposit,,,he*******co,"July 12, 2024, 9:35 AM","September 25, 2024, 5:17 PM",success,"September 25, 2024, 5:18 PM","3,677,479"
FOLLOWERS TIKTOK REAL PERMANEN | NON DROP,gigs,Pemasaran & Periklanan,Followers TikTok,ku****ma,"September 25, 2024, 7:10 PM","September 25, 2024, 8:12 PM",,"September 25, 2024, 8:13 PM","100,114"
FOLLOWERS TIKTOK REAL PERMANEN | NON DROP,gigs,Pemasaran & Periklanan,Followers TikTok,ku****ma,"September 25, 2024, 7:10 PM","September 25, 2024, 8:17 PM",,"September 25, 2024, 8:19 PM","100,089"
FOLLOWERS TIKTOK REAL PERMANEN | NON DROP,gigs,Pemasaran & Periklanan,Followers TikTok,ku****ma,"September 25, 2024, 7:10 PM","September 25, 2024, 8:21 PM",,"September 25, 2024, 8:21 PM","100,089"
Komentar dan Like Youtube,gigs_custom_offer,,,Ja****************sa,"September 23, 2024, 11:44 PM","September 25, 2024, 10:31 PM",success,"September 25, 2024, 10:31 PM","539,874"
Paket Desain Kemasan Profesional,gigs,Desain Grafis & Branding,Desain Kemasan,Ma*******ya,"September 26, 2024, 1:02 AM","September 26, 2024, 1:13 AM",,"September 26, 2024, 1:13 AM","758,308"
Kontes desain cover buku baca tulis bahasa inggris dengan menggunakan phonetic untuk anak-anak,contest,Desain Grafis & Branding,Desain Cover Buku,CA**********ah,"September 25, 2024, 6:28 PM","September 26, 2024, 8:48 AM",success,"September 26, 2024, 10:34 AM","2,665,750"
Maintenance website (wordpress) secara bulanan,gigs,Web & Pemrograman,Maintenance Website,nc****es,"July 23, 2021, 4:28 PM","September 26, 2024, 9:16 AM",success,"September 26, 2024, 10:27 AM","1,516,500"
View + Like Youtube High Quality dan Permanen,gigs,Pemasaran & Periklanan,Likes YouTube,Re******da,"May 10, 2024, 6:11 AM","September 26, 2024, 11:11 AM",success,"September 26, 2024, 7:00 AM","100,170"
All-in-One Digital Marketing,gigs,Pemasaran & Periklanan,Digital Marketing,Sr************nt,"September 26, 2024, 10:05 AM","September 26, 2024, 11:50 AM",,"September 27, 2024, 7:15 PM","7,885,841"
Jasa Hapus Akun Facebook Lama Lupa Email dan Password atau Dihack,gigs,Pemasaran & Periklanan,Hapus Akun Facebook,Dz****er,"September 26, 2024, 11:40 AM","September 26, 2024, 12:10 PM",,"September 26, 2024, 12:10 PM","101,170"
Packaging Design by apriyadi92,package,Desain Grafis & Branding,Desain Kemasan,fu*************nt,"July 14, 2024, 12:59 PM","September 26, 2024, 1:35 PM",,"November 18, 2024, 1:37 PM","1,899,604"
Editor Video untuk Konten anda murah meriah,gigs,"Video, Fotografi & Audio",Edit Video,ke********ka,"February 24, 2023, 12:07 PM","September 26, 2024, 1:40 PM",success,"September 26, 2024, 1:42 PM","151,650"
Kalender Meja + Dinding,gigs_custom_offer,,,nu*****11,"August 13, 2024, 12:04 PM","September 26, 2024, 1:51 PM",,"September 26, 2024, 1:51 PM","2,325,361"
Slicing Figma ke WordPress (Landing Page),gigs_custom_offer,,,ma********rb,"July 23, 2024, 4:49 PM","September 26, 2024, 2:00 PM",success,"September 26, 2024, 2:00 PM","283,080"
Perbaikan Bug (Bug Fixing),gigs,Web & Pemrograman,Perbaikan Bug,ni*****17,"September 26, 2024, 8:32 AM","September 26, 2024, 2:08 PM",,"September 26, 2024, 2:08 PM","606,665"
Perbaikan Bug (Bug Fixing),gigs,Web & Pemrograman,Perbaikan Bug,ni*****17,"September 26, 2024, 8:32 AM","September 26, 2024, 2:11 PM",,"September 26, 2024, 2:11 PM","606,669"
Perbaikan Bug (Bug Fixing),gigs,Web & Pemrograman,Perbaikan Bug,ni*****17,"September 26, 2024, 8:32 AM","September 26, 2024, 2:16 PM",success,"September 27, 2024, 3:31 PM","630,864"
"Desain Logo Perusahaan, Bisnis, UMKM Professional",gigs,Desain Grafis & Branding,Desain Logo,Vi****io,"September 26, 2024, 2:28 PM","September 26, 2024, 2:47 PM",success,"September 26, 2024, 2:47 PM","171,870"
Tambah Followers Instagram,gigs,Pemasaran & Periklanan,Followers Instagram,Lu*******93,"September 10, 2024, 2:36 PM","September 26, 2024, 3:09 PM",success,"September 26, 2024, 3:10 PM","100,089"
"Banner, Roll Banner, Backdrop, Billboard, & Other Promotional Media Design",gigs,Desain Grafis & Branding,Desain Banner/Billboard,te*****45,"September 3, 2024, 9:52 AM","September 26, 2024, 3:22 PM",,"September 26, 2024, 3:22 PM","505,500"
Desain Kemasan Premium Murah Dan Cepat Untuk Label | Kemasan | Box | Sachet | Pouch | Can | DLL,gigs,Desain Grafis & Branding,Desain Kemasan,ca******74,"December 21, 2023, 8:35 PM","September 26, 2024, 3:25 PM",success,"September 27, 2024, 1:44 PM","252,750"
Architecture Interior design 3D Rendering,gigs,Desain Grafis & Branding,3D & Perspektif,te*****45,"September 3, 2024, 9:52 AM","September 26, 2024, 3:28 PM",,"September 26, 2024, 3:33 PM","909,900"
Review Ulasan Google Maps / Gmaps Bergaransi,gigs,Pemasaran & Periklanan,Review Google Maps,aq******za,"May 31, 2024, 12:21 PM","September 26, 2024, 4:47 PM",,"September 26, 2024, 4:47 PM","289,152"
Social Media Marketing - Desain & Posting IG & FB Feed/Stories (20-25 Desain),package,Pemasaran & Periklanan,Social Media Marketing,sy******21,"September 4, 2023, 2:10 PM","September 26, 2024, 4:50 PM",success,"September 30, 2024, 3:26 PM","3,429,768"
Social Media Marketing - Desain & Posting IG & FB Feed/Stories (20-25 Desain),package,Pemasaran & Periklanan,Social Media Marketing,sy******21,"September 4, 2023, 2:10 PM","September 26, 2024, 4:51 PM",success,"September 30, 2024, 3:26 PM","3,429,755"
Social Media Marketing - Desain & Posting IG & FB Feed/Stories (20-25 Desain),package,Pemasaran & Periklanan,Social Media Marketing,sy******21,"September 4, 2023, 2:10 PM","September 26, 2024, 4:51 PM",success,"September 30, 2024, 3:26 PM","3,429,734"
DPS2409260001-sylve22321,deposit,,,sy******21,"September 4, 2023, 2:10 PM","September 26, 2024, 4:54 PM",success,"September 26, 2024, 4:54 PM","10,292,172"
"Desain Logo Perusahaan, Bisnis, UMKM Professional",gigs,Desain Grafis & Branding,Desain Logo,De*******ah,"September 26, 2024, 3:20 PM","September 26, 2024, 6:23 PM",success,"September 26, 2024, 6:25 PM","232,530"
Review Ulasan Google Maps / Gmaps Bergaransi,gigs,Pemasaran & Periklanan,Review Google Maps,Br*********23,"September 16, 2024, 10:36 AM","September 26, 2024, 6:27 PM",success,"September 26, 2024, 6:29 PM","100,089"
Jasa Subscriber Youtube Permanen,gigs,Pemasaran & Periklanan,Subscribers YouTube,Lu****na,"September 23, 2024, 10:11 PM","September 26, 2024, 6:55 PM",success,"September 26, 2024, 7:09 PM","100,089"
Desain Company Profile,gigs,Desain Grafis & Branding,Desain Company Profile,ma*********gi,"June 14, 2024, 3:51 PM","September 26, 2024, 9:21 PM",success,"September 27, 2024, 10:52 AM","505,574"
Virtual Assistant,gigs,Konsultasi,Virtual Assistant,tm***********ia,"September 19, 2024, 10:25 PM","September 26, 2024, 9:24 PM",success,"September 26, 2024, 9:31 PM","1,577,160"
Jasa Subscriber Youtube Permanen,gigs,Pemasaran & Periklanan,Subscribers YouTube,se*********45,"September 26, 2024, 9:47 PM","September 26, 2024, 9:58 PM",,"September 26, 2024, 10:02 PM","160,844"
Jasa Subscriber Youtube Permanen,gigs,Pemasaran & Periklanan,Subscribers YouTube,se*********45,"September 26, 2024, 9:47 PM","September 26, 2024, 10:22 PM",success,"September 26, 2024, 7:00 AM","160,814"
Pembuatan Website Landing Page,gigs,Web & Pemrograman,Pembuatan Landing Page,ri*******la,"September 24, 2024, 3:07 AM","September 27, 2024, 3:26 AM",success,"September 27, 2024, 3:27 AM","151,650"
"Jasa Penulisan Artikel Jurnal (SINTA 2,3,4,5 dan Internasional)",gigs,Penulisan & Penerjemahan,Publikasi Jurnal,Ha*******01,"September 27, 2024, 5:49 AM","September 27, 2024, 6:33 AM",,"September 27, 2024, 6:33 AM","1,516,543"
Jasa Subscriber Youtube Real Permanen,gigs,Pemasaran & Periklanan,Subscribers YouTube,Re******da,"May 10, 2024, 6:11 AM","September 27, 2024, 10:20 AM",success,"September 27, 2024, 7:00 AM","101,114"
Desain Interior Kamar Tidur,gigs_custom_offer,,,vi****ie,"October 27, 2020, 8:51 PM","September 27, 2024, 11:15 AM",success,"September 27, 2024, 11:16 AM","909,900"
Iklan Google ads & Youtube dgn bantuan pemasangan,gigs,Pemasaran & Periklanan,Pemasaran Online Lainnya,hi******ya,"June 18, 2024, 9:01 AM","September 27, 2024, 1:06 PM",success,"September 27, 2024, 2:07 PM","6,066,000"
"Desain Layout Buku Perusahaan, UMKM dan Pemerintah",gigs,Desain Grafis & Branding,Desain Cover Buku,pr*******pi,"March 2, 2020, 11:48 AM","September 27, 2024, 1:30 PM",success,"September 27, 2024, 7:00 AM","4,549,582"
WordPress Websites for Companies and Professionals,gigs,Web & Pemrograman,Pembuatan Website,ag*********ny,"September 26, 2024, 9:27 AM","September 27, 2024, 2:10 PM",success,"September 27, 2024, 2:14 PM","302,289"
Jasa Tambah Followers TikTok,gigs,Pemasaran & Periklanan,Followers TikTok,Ar********ih,"September 27, 2024, 2:27 PM","September 27, 2024, 2:32 PM",,"September 27, 2024, 2:32 PM","100,156"
Jasa Tambah Followers TikTok,gigs,Pemasaran & Periklanan,Followers TikTok,Ar********ih,"September 27, 2024, 2:27 PM","September 27, 2024, 2:35 PM",,"September 27, 2024, 2:35 PM","100,165"
Jasa Tambah Followers TikTok Permanen,gigs,Pemasaran & Periklanan,Followers TikTok,Ar********ih,"September 27, 2024, 2:27 PM","September 27, 2024, 2:39 PM",,"September 27, 2024, 2:39 PM","100,092"
Followers Instagram Real High Quality dan Permanen,gigs,Pemasaran & Periklanan,Followers Instagram,Lu*******93,"September 10, 2024, 2:36 PM","September 27, 2024, 2:42 PM",success,"September 27, 2024, 2:44 PM","303,300"
Voice Over Professional Berkualitas! Indonesia-English. Dubber / Voice Over By Devara,gigs,"Video, Fotografi & Audio",Voice Over,ir**********88,"September 27, 2024, 2:35 PM","September 27, 2024, 2:43 PM",,"September 27, 2024, 2:43 PM","252,821"
Review Ulasan Google Maps / Gmaps Bergaransi,gigs,Pemasaran & Periklanan,Review Google Maps,je****at,"August 28, 2024, 2:12 PM","September 27, 2024, 2:51 PM",success,"September 27, 2024, 2:56 PM","567,171"
Company Profile-Potrait,gigs_custom_offer,,,ar*********no,"September 24, 2024, 3:17 PM","September 27, 2024, 3:18 PM",success,"September 27, 2024, 3:52 PM","909,900"
Review Ulasan Google Maps / Gmaps Bergaransi,gigs,Pemasaran & Periklanan,Review Google Maps,ad**********ya,"August 19, 2024, 9:25 AM","September 27, 2024, 3:22 PM",success,"September 27, 2024, 3:23 PM","567,171"
Company Profile-Landscape,gigs_custom_offer,,,ar*********no,"September 24, 2024, 3:17 PM","September 27, 2024, 3:56 PM",success,"September 27, 2024, 3:59 PM","909,900"
Jasa Tambah Followers TikTok,gigs,Pemasaran & Periklanan,Followers TikTok,Ka****fa,"September 27, 2024, 4:07 PM","September 27, 2024, 4:13 PM",,"September 27, 2024, 6:05 PM","100,089"
Maintenance Website 3 Bulan,gigs_custom_offer,,,jk*****et,"September 1, 2022, 5:03 PM","September 27, 2024, 5:01 PM",success,"September 28, 2024, 12:59 PM","1,516,500"
Jasa Tambah Followers TikTok,gigs,Pemasaran & Periklanan,Tambah Follower Media Sosial,Ka****fa,"September 27, 2024, 4:07 PM","September 27, 2024, 6:15 PM",,"September 27, 2024, 6:15 PM","100,108"
Jasa Tambah Followers TikTok,gigs,Pemasaran & Periklanan,Tambah Follower Media Sosial,Ka****fa,"September 27, 2024, 4:07 PM","September 27, 2024, 6:15 PM",success,"September 27, 2024, 7:00 AM","100,109"
Buat NIB untuk Usaha Anda Disini.,gigs,Konsultasi,Pembuatan NIB,wi*********04,"September 26, 2024, 2:04 PM","September 27, 2024, 6:26 PM",,"September 27, 2024, 6:28 PM","151,650"
Buat NIB untuk Usaha Anda Disini.,gigs,Konsultasi,Pembuatan NIB,pu********54,"September 27, 2024, 6:47 PM","September 27, 2024, 6:49 PM",,"September 27, 2024, 6:54 PM","151,650"
Paket Monetisasi Youtube High Quality 100% aman,gigs,Pemasaran & Periklanan,Subscribers YouTube,sa*****tr,"September 18, 2024, 9:21 AM","September 27, 2024, 7:16 PM",success,"September 28, 2024, 9:20 AM","3,538,500"
Editing Poster ROMA dari materi baliho,gigs_custom_offer,,,ni***ay,"January 27, 2020, 11:39 AM","September 27, 2024, 8:44 PM",success,"September 30, 2024, 11:52 AM","505,509"
Terjemahan Tersumpah (Sworn) Indonesia><English,gigs,Penulisan & Penerjemahan,Penerjemah/Translate Bahasa Inggris,Ra******us,"September 27, 2024, 7:49 AM","September 27, 2024, 8:52 PM",,"September 27, 2024, 8:52 PM","171,940"
Jasa Tambah Followers TikTok Permanen,gigs,Pemasaran & Periklanan,Followers TikTok,Ry****te,"September 27, 2024, 10:16 PM","September 27, 2024, 10:41 PM",success,"September 27, 2024, 10:42 PM","100,089"
Pemberian Review untuk semua Ecommerce Lokal,gigs,Pemasaran & Periklanan,Tambah Review,by*****ee,"September 28, 2024, 1:28 AM","September 28, 2024, 1:40 AM",,"September 28, 2024, 1:40 AM","100,089"
Followers INSTAGRAM Real Human INDO,gigs,Pemasaran & Periklanan,Followers Instagram,an************ia,"June 16, 2024, 1:48 PM","September 28, 2024, 7:47 AM",success,"September 28, 2024, 7:58 AM","192,136"
Kontes Desain Baju Kaos Hi Steel,contest,Desain Grafis & Branding,Desain Baju,hi*******do,"August 20, 2024, 11:58 AM","September 28, 2024, 8:57 AM",,"September 28, 2024, 8:57 AM","383,321"
Kontes Desain Baju Kaos Hi Steel,contest,Desain Grafis & Branding,Desain Baju,hi*******do,"August 20, 2024, 11:58 AM","September 28, 2024, 9:00 AM",success,"September 28, 2024, 9:25 AM","383,250"
